CHR,STAR,END,STRAND,BRA,Ath_ortho,Copies,BLK,B.oleracea_ortho,NonSynt_Pattern
A04,3054932,3057850,-,BraA04g05690R,AT3G55070,2,N,Bo4g117170,
A04,3060049,3061500,+,BraA04g05700R,AT3G55050,2,N,Bo4g117180,
A04,3061677,3064040,-,BraA04g05710R,AT3G55030,4,N,Bo4g117190,
A04,3099260,3099451,NS,BraA04g05730R,NS,0,N,Bo6g099500,
A04,3102372,3102827,NS,BraA04g05740R,NS,0,N,NA,
A04,3103841,3106922,NS,BraA04g05750R,NS,0,N,Bo1g022450,
A04,3115805,3119566,NS,BraA04g05760R,NS,0,N,Bo1g101530,
A04,3121514,3123434,NS,BraA04g05770R,NS,0,N,Bo4g139660,
A04,3123879,3124452,NS,BraA04g05780R,NS,0,N,Bo3g128760,
A04,3132226,3132541,NS,BraA04g05790R,NS,0,N,NA,
A04,3133273,3133787,NS,BraA04g05800R,NS,0,N,Bo4g126960,
A04,3137526,3137841,NS,BraA04g05810R,NS,0,N,NA,
A04,3138572,3139086,NS,BraA04g05820R,NS,0,N,Bo4g126960,
A04,3143849,3149517,NS,BraA04g05830R,NS,0,N,NA,
A04,3153255,3153749,-,BraA04g05840R,NA,0,N,Bo6g103790,
A04,3153772,3154294,NS,BraA04g05850R,NS,0,N,Bo5g107370,
A04,3159196,3161105,-,BraA04g05860R,AT3G54840,2,N,Bo4g118320,
A04,3161872,3162918,NS,BraA04g05870R,NS,0,N,NA,
A04,3165980,3168688,-,BraA04g05880R,AT3G54810,3,N,Bo4g118340,
A04,3181485,3185624,-,BraA04g05890R,AT3G54800,3,N,Bo4g118380,
A04,3186771,3190559,+,BraA04g05900R,AT3G54790,2,N,Bo4g118390,
A04,3190716,3194043,NS,BraA04g05910R,AT3G54760,2,N,NA,
A04,3195273,3198415,+,BraA04g05920R,AT3G54770,2,N,Bo4g118410,
A04,3212169,3215226,NS,BraA04g05930R,AT3G54760,2,N,NA,
A04,3216070,3220304,+,BraA04g05940R,AT3G54750,2,N,NA,
A04,3219870,3222288,+,BraA04g05950R,AT3G54740,3,N,Bo4g118440,
A04,3235199,3238708,+,BraA04g05960R,AT3G54720,3,N,Bo4g118450,
A04,3238044,3241259,+,BraA04g05970R,AT3G54720,3,N,Bo4g118450,
A04,3242850,3245961,NS,BraA04g05980R,NS,0,N,Bo9g029140,
A04,3246261,3247733,NS,BraA04g05990R,NS,0,N,Bo01122s030,
A04,3254659,3256010,NS,BraA04g06000R,NS,0,N,NA,
A04,3303033,3304946,NS,BraA04g06020R,NS,0,N,NA,
A04,3312342,3315084,NS,BraA04g06030R,NS,0,N,NA,
A04,3340565,3343878,NS,BraA04g06040R,NS,0,N,Bo4g119640,
A04,3344324,3346932,NS,BraA04g06050R,AT3G54710,1,N,Bo4g119730,
A04,3348660,3350273,+,BraA04g06060R,AT3G54700,2,N,Bo4g119740,
A04,3350847,3352399,-,BraA04g06070R,AT3G54690,3,N,Bo4g119750,
A04,3354071,3354818,NS,BraA04g06080R,NS,0,N,Bo6g077880,
A04,3357617,3364041,NS,BraA04g06090R,AT3G54610,3,N,Bo4g119780,
A04,3365347,3369203,+,BraA04g06100R,AT3G54660,2,N,Bo4g119790,
A04,3386569,3389835,+,BraA04g06110R,AT3G54650,2,N,NA,
A04,3390414,3391564,+,BraA04g06120R,AT3G54620,3,N,Bo4g119810,
A04,3392390,3396829,-,BraA04g06130R,AT3G54610,3,N,Bo4g119820,
A04,3410925,3412112,+,BraA04g06150R,AT3G54590,4,N,Bo8g084760,
A04,3420450,3422655,+,BraA04g06160R,AT3G54560,3,N,Bo4g119860,
A04,3423319,3425097,-,BraA04g06170R,AT3G54540,2,N,Bo4g119870,
A04,3436149,3439000,NS,BraA04g06180R,NS,0,N,Bo8g084760,
A04,3438960,3440908,-,BraA04g06190R,AT3G54590,4,N,Bo8g084760,
A04,3439021,3439314,-,BraA04g06200R,NA,0,N,Bo8g084760,
A04,3439794,3440102,-,BraA04g06220R,AT3G54590,4,N,NA,
A04,3440259,3440708,-,BraA04g06230R,AT3G54580,1,N,NA,
A04,3444244,3445642,NS,BraA04g06240R,AT3G54500,4,N,NA,
A04,3445912,3447991,-,BraA04g06250R,AT3G54490,1,N,Bo4g119900,
A04,3448857,3451631,+,BraA04g06260R,AT3G54480,1,N,Bo8g083700,
A04,3452147,3454371,+,BraA04g06270R,AT3G54470,2,N,Bo4g119930,
A04,3454696,3460393,+,BraA04g06280R,AT3G54460,1,N,Bo4g119940,
A04,3472905,3482586,+,BraA04g06290R,AT3G54440,1,N,Bo4g119950,
A04,3490758,3493917,+,BraA04g06300R,AT3G54400,2,N,NA,
A04,3499402,3501234,NS,BraA04g06310R,NS,0,N,NA,
A04,3502333,3506537,NS,BraA04g06320R,AT3G54350,2,N,Bo4g120000,
A04,3507340,3511046,NS,BraA04g06330R,NS,0,N,Bo7g082590,
A04,3512588,3515007,+,BraA04g06340R,AT3G54340,2,N,Bo4g120010,
A04,3516154,3518622,+,BraA04g06350R,AT3G54300,3,N,Bo8g083570,
A04,3521178,3522872,+,BraA04g06360R,AT3G54290,2,N,Bo4g120060,
A04,3532561,3535321,+,BraA04g06370R,AT3G54270,2,N,Bo4g120080,
A04,3535839,3538297,+,BraA04g06380R,AT3G54260,1,N,Bo4g120090,
A04,3540046,3542245,NS,BraA04g06390R,NS,0,N,NA,
A04,3546103,3549823,+,BraA04g06400R,AT3G54250,2,N,Bo4g120100,
A04,3550085,3551716,-,BraA04g06410R,AT3G54240,1,N,Bo4g120110,
A04,3561575,3561907,NS,BraA04g06420R,NS,0,N,NA,
A04,3568564,3569338,NS,BraA04g06430R,NS,0,N,Bo4g167950,
A04,3588186,3590188,+,BraA04g06440R,AT3G51240,4,N,Bo8g081770,
A04,3604418,3609733,NS,BraA04g06460R,NS,0,N,Bo10718s010,
A04,3622461,3625263,+,BraA04g06480R,AT3G54190,2,N,Bo4g120210,
A04,3624928,3627806,-,BraA04g06490R,AT3G54180,1,N,Bo4g120210,
A04,3628921,3630974,+,BraA04g06500R,AT3G54150,2,N,Bo4g120220,
A04,3631579,3632765,NS,BraA04g06510R,NS,0,N,Bo6g112960,
A04,3640823,3643949,+,BraA04g06520R,AT3G54140,3,N,Bo4g120230,
A04,3646666,3649618,-,BraA04g06530R,AT3G54130,1,N,Bo4g120240,
A04,3649122,3652047,-,BraA04g06540R,AT3G54110,5,N,Bo4g120240,
A04,3653211,3655536,-,BraA04g06550R,AT3G54050,3,N,Bo8g083330,
A04,3657446,3668283,+,BraA04g06560R,AT3G54040,3,N,Bo4g120340,
A04,3677409,3678175,NS,BraA04g06570R,NS,0,N,Bo4g120350,
A04,3680752,3681709,NS,BraA04g06580R,NS,0,N,Bo4g120380,
A04,3682316,3685781,-,BraA04g06590R,AT3G54030,1,N,Bo4g120390,
A04,3692797,3695528,-,BraA04g06600R,AT3G54020,1,N,Bo4g120400,
A04,3696912,3701330,-,BraA04g06610R,AT3G54010,2,N,Bo4g120400,
A04,3703964,3705819,NS,BraA04g06620R,NS,0,N,NA,
A04,3716738,3718351,+,BraA04g06630R,AT3G53990,3,N,Bo4g120450,
A04,3719646,3720509,+,BraA04g06640R,AT3G53980,1,N,Bo4g120460,
A04,3737922,3740823,+,BraA04g06650R,AT3G53960,3,N,Bo4g120490,
A04,3741377,3744361,-,BraA04g06660R,AT3G53930,2,N,Bo4g120500,
A04,3743225,3748459,-,BraA04g06670R,AT3G53930,2,N,Bo4g120500,
A04,3755762,3759105,+,BraA04g06680R,AT3G53920,1,N,Bo4g120510,
A04,3760795,3761263,+,BraA04g06690R,AT3G53890,3,N,Bo4g120510,
A04,3761838,3763308,-,BraA04g06700R,AT3G53830,2,N,Bo8g090040,
A04,3761914,3766181,-,BraA04g06710R,AT3G53830,2,N,Bo4g120530,
A04,3774051,3775455,NS,BraA04g06720R,NS,0,N,NA,
A04,3786158,3786577,-,BraA04g06730R,AT3G53820,2,N,NA,
A04,3805930,3806789,NS,BraA04g06740R,NS,0,N,Bo1g131210,
A04,3807929,3810109,+,BraA04g06750R,AT3G53780,2,N,Bo8g083120,
A04,3814176,3814656,-,BraA04g06770R,AT3G53770,1,N,Bo4g120590,
A04,3816673,3819033,-,BraA04g06780R,AT3G53750,2,N,Bo8g083100,
A04,3823017,3826747,+,BraA04g06790R,AT3G53720,5,N,Bo4g121640,
A04,3844994,3850307,-,BraA04g06800R,AT3G53700,2,N,Bo4g121660,
A04,3847648,3849918,-,BraA04g06810R,AT3G53700,2,N,Bo4g121660,
A04,3863922,3870176,-,BraA04g06820R,AT3G53650,3,N,Bo8g083030,
A04,3870509,3872466,-,BraA04g06830R,AT3G53630,2,N,NA,
A04,3873093,3875735,-,BraA04g06840R,AT3G53620,2,N,Bo8g083010,
A04,3882274,3884878,NS,BraA04g06850R,NS,0,N,Bo2g105290,
A04,3888385,3890640,+,BraA04g06860R,AT3G53610,3,N,Bo00576s180,
A04,3890509,3890967,-,BraA04g06870R,AT3G53600,2,N,Bo6g067580,
A04,3891740,3892802,NS,BraA04g06880R,AT3G53570,3,N,NA,
A04,3895599,3897262,NS,BraA04g06900R,NS,0,N,NA,
A04,3926885,3928629,-,BraA04g06910R,AT3G53550,1,N,Bo00576s130,
A04,3933786,3934661,+,BraA04g06920R,NA,0,N,Bo7g069880,
A04,3952049,3956083,+,BraA04g06930R,AT3G53540,4,N,Bo00576s120,
A04,3956257,3959314,-,BraA04g06940R,AT3G53520,4,N,Bo8g082900,
A04,3958586,3958930,-,BraA04g06950R,AT3G53520,4,N,Bo8g082900,
A04,3958953,3960314,-,BraA04g06960R,AT3G53520,4,N,Bo8g082900,
A04,3976487,3978735,NS,BraA04g07000R,NS,0,N,NA,
A04,3990441,3992009,-,BraA04g07020R,AT3G53490,1,N,NA,
A04,4014293,4019246,NS,BraA04g07040R,NS,0,N,Bo3g153200,
A04,4029206,4029725,NS,BraA04g07050R,NS,0,N,Bo9g161890,
A04,4029786,4030667,+,BraA04g07060R,NA,0,N,Bo9g161890,
A04,4036987,4039407,+,BraA04g07070R,AT3G53450,2,N,Bo00576s010,
A04,4041605,4042105,+,BraA04g07080R,AT3G53430,3,N,Bo01156s030,
A04,4044276,4045865,-,BraA04g07090R,AT3G53400,1,N,NA,
A04,4054812,4058852,-,BraA04g07100R,AT3G53390,2,N,Bo01156s010,
A04,4065627,4068644,+,BraA04g07110R,AT3G53380,1,N,Bo00703s150,
A04,4082802,4085608,+,BraA04g07120R,AT3G53260,5,N,Bo00703s080,
A04,4085394,4086563,+,BraA04g07130R,AT3G53260,5,N,Bo00703s080,
A04,4091862,4094812,+,BraA04g07150R,NA,0,N,Bo4g124200,
A04,4102465,4103314,-,BraA04g07160R,AT3G53220,2,N,Bo4g122720,
A04,4110882,4112396,+,BraA04g07170R,AT3G53150,3,N,Bo4g122730,
A04,4114047,4117853,-,BraA04g07180R,AT3G53140,1,N,Bo4g122740,
A04,4120325,4122352,-,BraA04g07190R,AT3G53110,3,N,Bo4g122750,
A04,4121806,4124799,-,BraA04g07200R,AT3G53110,3,N,Bo4g122750,
A04,4132035,4135473,-,BraA04g07210R,AT3G53090,2,N,Bo4g122780,
A04,4132035,4139745,-,BraA04g07220R,AT3G53090,2,N,Bo4g122780,
A04,4143745,4144102,NS,BraA04g07230R,NS,0,N,NA,
A04,4144141,4144413,NS,BraA04g07240R,NS,0,N,Bo4g088220,
A04,4144422,4144601,NS,BraA04g07250R,NS,0,N,Bo4g088220,
A04,4148769,4150708,NS,BraA04g07260R,NS,0,N,NA,
A04,4164984,4165337,NS,BraA04g07270R,NS,0,N,Bo9g174500,
A04,4165713,4166309,NS,BraA04g07280R,NS,0,N,Bo7g098730,
A04,4167881,4168528,NS,BraA04g07290R,NS,0,N,Bo4g122810,
A04,4176182,4177632,NS,BraA04g07300R,NS,0,N,NA,
A04,4181124,4183089,NS,BraA04g07310R,NS,0,N,NA,
A04,4184123,4192118,+,BraA04g07320R,NA,0,N,Bo7g078300,
A04,4205176,4205656,-,BraA04g07340R,AT3G03290,3,N,Bo5g136260,
A04,4207757,4208555,NS,BraA04g07350R,NS,0,N,Bo4g122840,
A04,4211172,4212941,+,BraA04g07360R,AT3G53040,1,N,Bo4g122850,
A04,4213306,4213667,NS,BraA04g07370R,NS,0,N,NA,
A04,4221624,4223802,+,BraA04g07380R,AT3G53080,2,N,Bo4g122810,
A04,4227122,4229301,NS,BraA04g07390R,NS,0,N,NA,
A04,4240023,4241614,+,BraA04g07400R,AT3G53020,3,N,Bo4g122870,
A04,4243841,4245429,+,BraA04g07410R,AT3G53010,1,N,Bo4g122880,
A04,4246136,4252161,-,BraA04g07420R,AT3G52990,3,N,Bo4g122890,
A04,4251102,4251397,NS,BraA04g07430R,NS,0,N,NA,
A04,4251472,4251651,NS,BraA04g07440R,NS,0,N,NA,
A04,4256924,4257706,NS,BraA04g07450R,NS,0,N,NA,
A04,4259090,4266763,+,BraA04g07460R,AT3G52970,2,N,Bo4g122920,
A04,4265912,4266511,+,BraA04g07470R,AT3G52970,2,N,Bo4g122920,
A04,4266909,4274992,-,BraA04g07480R,AT3G52960,2,N,Bo8g082410,
A04,4276604,4280101,+,BraA04g07490R,AT3G52940,2,N,Bo4g122940,
A04,4284547,4286500,+,BraA04g07500R,AT3G52930,3,N,Bo4g122950,
A04,4290034,4295228,+,BraA04g07510R,AT3G52910,3,N,Bo4g122960,
A04,4295556,4299668,-,BraA04g07520R,AT3G52890,4,N,Bo8g082330,
A04,4352870,4353133,NS,BraA04g07530R,NS,0,N,NA,
A04,4353185,4354547,NS,BraA04g07540R,NS,0,N,NA,
A04,4356630,4357105,NS,BraA04g07550R,NS,0,N,Bo9g067020,
A04,4362983,4366073,+,BraA04g07560R,AT3G52870,3,N,NA,
A04,4367116,4367460,NS,BraA04g07570R,NS,0,N,Bo7g061810,
A04,4379317,4385627,-,BraA04g07580R,AT3G52840,2,N,Bo4g124020,
A04,4404169,4405304,-,BraA04g07590R,NA,0,N,Bo7g065440,
A04,4427552,4429157,NS,BraA04g07610R,NS,0,N,NA,
A04,4434176,4434523,+,BraA04g07620R,AT3G52790,1,N,NA,
A04,4439280,4440046,NS,BraA04g07630R,NS,0,N,NA,
A04,4448922,4449134,+,BraA04g07640R,NA,0,N,NA,
A04,4455932,4457105,+,BraA04g07650R,AT3G52740,2,N,NA,
A04,4476645,4479338,+,BraA04g07660R,AT3G52730,2,N,Bo4g124130,
A04,4497847,4499349,-,BraA04g07670R,NA,0,N,Bo4g124200,
A04,4507950,4508797,NS,BraA04g07680R,NS,0,N,NA,
A04,4517468,4518765,NS,BraA04g07690R,NS,0,N,NA,
A04,4538316,4538968,NS,BraA04g07700R,NS,0,N,NA,
A04,4553768,4555083,NS,BraA04g07710R,NS,0,N,NA,
A04,4586785,4587778,-,BraA04g07720R,NA,0,N,Bo4g161340,
A04,4587817,4594517,-,BraA04g07730R,NA,0,N,Bo4g124200,
A04,4598731,4603798,+,BraA04g07740R,AT3G52640,1,N,Bo4g124210,
A04,4604116,4605145,NS,BraA04g07750R,NS,0,N,NA,
A04,4609089,4615560,+,BraA04g07760R,AT3G52600,2,N,Bo4g124240,
A04,4611721,4614310,+,BraA04g07770R,AT3G52600,2,N,Bo4g124240,
A04,4616380,4617251,NS,BraA04g07780R,NS,0,N,NA,
A04,4620331,4620630,+,BraA04g07790R,AT3G52561,2,N,NA,
A04,4626541,4627970,+,BraA04g07800R,AT3G52560,3,N,Bo4g125310,
A04,4628821,4630047,-,BraA04g07810R,NA,0,N,NA,
A04,4630076,4632353,-,BraA04g07820R,NA,0,N,NA,
A04,4632505,4634755,-,BraA04g07830R,NA,0,N,NA,
A04,4632639,4632839,-,BraA04g07840R,NA,0,N,NA,
A04,4636835,4637218,-,BraA04g07850R,NA,0,N,NA,
A04,4641014,4642435,+,BraA04g07860R,AT3G52500,2,N,NA,
A04,4669704,4672808,+,BraA04g07870R,AT3G52490,3,N,Bo4g125350,
A04,4695767,4698820,-,BraA04g07880R,AT3G52470,3,N,Bo7g101530,
A04,4722680,4723576,NS,BraA04g07890R,NS,0,N,Bo4g045260,
A04,4746265,4747539,+,BraA04g07900R,AT3G52450,3,N,Bo4g125390,
A04,4755150,4760091,-,BraA04g07910R,AT3G52430,4,N,Bo4g125400,
A04,4780550,4782223,+,BraA04g07930R,AT3G52400,2,N,Bo4g125430,
A04,4787990,4789989,+,BraA04g07940R,AT3G52390,2,N,Bo4g125440,
A04,4789440,4791044,+,BraA04g07950R,AT3G52390,2,N,Bo4g125440,
A04,4791413,4793769,-,BraA04g07960R,AT3G52370,1,N,Bo4g125450,
A04,4809031,4809896,-,BraA04g07970R,AT3G52360,2,N,NA,
A04,4811491,4814909,-,BraA04g07980R,AT3G52340,1,N,Bo4g125500,
A04,4818035,4821899,-,BraA04g07990R,AT3G52310,1,N,Bo2g007260,
A04,4822489,4824138,-,BraA04g08000R,AT3G52300,3,N,Bo8g080790,
A04,4825206,4827741,-,BraA04g08010R,AT3G52290,1,N,Bo2g002810,
A04,4843237,4846221,+,BraA04g08020R,AT3G52240,1,N,NA,
A04,4846340,4847375,-,BraA04g08030R,AT3G52230,2,N,NA,
A04,4848604,4849053,+,BraA04g08040R,AT3G52220,1,N,Bo8g080880,
A04,4849336,4856071,-,BraA04g08050R,AT3G52200,2,N,Bo4g125570,
A04,4857639,4858021,NS,BraA04g08060R,NS,0,N,Bo1g048140,
A04,4863356,4865998,+,BraA04g08070R,AT3G52190,2,N,Bo4g125580,
A04,4875281,4881174,+,BraA04g08080R,AT3G52180,2,N,Bo4g125590,
A04,4881820,4883159,-,BraA04g08090R,AT3G52150,2,N,Bo4g125600,
A04,4885065,4893336,-,BraA04g08100R,AT3G52140,2,N,Bo4g125610,
A04,4894454,4897932,NS,BraA04g08110R,NS,0,N,Bo2g079090,
A04,4897970,4898852,NS,BraA04g08120R,NS,0,N,NA,
A04,4900571,4901022,NS,BraA04g08130R,NS,0,N,NA,
A04,4904705,4907208,-,BraA04g08140R,AT3G52115,1,N,Bo4g125630,
A04,4913695,4914411,NS,BraA04g08150R,NS,0,N,NA,
A04,4915346,4917850,-,BraA04g08160R,AT3G52105,3,N,NA,
A04,4917432,4917641,-,BraA04g08170R,AT3G52105,3,N,NA,
A04,4919201,4925226,-,BraA04g08180R,AT3G52080,3,N,Bo4g125670,
A04,4920531,4923159,-,BraA04g08190R,AT3G52080,3,N,Bo4g125670,
A04,4924273,4925246,-,BraA04g08200R,AT3G52070,1,N,NA,
A04,4925619,4926623,+,BraA04g08210R,AT3G52060,3,N,Bo4g125690,
A04,4938303,4941898,+,BraA04g08220R,AT3G51960,2,N,Bo4g125710,
A04,4942848,4946326,+,BraA04g08230R,AT3G51950,3,N,Bo4g125720,
A04,4951302,4952468,NS,BraA04g08240R,NS,0,N,NA,
A04,4979975,4981202,+,BraA04g08250R,AT3G51920,1,N,Bo4g125750,
A04,4982402,4983988,-,BraA04g08260R,AT3G51910,2,N,Bo4g125760,
A04,4987790,4989408,+,BraA04g08270R,AT3G51890,1,N,Bo4g125830,
A04,4994324,4997200,-,BraA04g08280R,AT3G51870,1,N,Bo4g125840,
A04,5001707,5005512,+,BraA04g08290R,NA,0,N,Bo1g024110,
A04,5007266,5009210,NS,BraA04g08300R,NS,0,N,NA,
A04,5016863,5020444,-,BraA04g08310R,AT3G51850,3,N,Bo4g125870,
A04,5022544,5028733,NS,BraA04g08320R,NS,0,N,Bo9g157500,
A04,5052454,5055696,+,BraA04g08330R,AT3G51840,2,N,Bo4g125890,
A04,5059106,5061285,NS,BraA04g08350R,NS,0,NA,NA,
A04,5083267,5085563,+,BraA04g08360R,AT3G14990,3,NA,Bo4g125910,
A04,5091545,5092390,-,BraA04g08370R,AT4G14465,1,T,Bo00886s020,
A04,5117863,5118171,-,BraA04g08380R,AT4G14450,1,T,NA,
A04,5119664,5128844,NS,BraA04g08390R,NS,0,T,NA,
A04,5129113,5129829,-,BraA04g08400R,AT4G14440,1,T,Bo00886s030,
A04,5131610,5133603,NS,BraA04g08410R,NS,0,T,NA,
A04,5145581,5147285,NS,BraA04g08420R,NS,0,T,NA,
A04,5151696,5153198,+,BraA04g08430R,AT4G14420,2,T,Bo4g126930,
A04,5158203,5159968,-,BraA04g08440R,AT4G14410,1,T,Bo4g126940,
A04,5172513,5173967,+,BraA04g08450R,AT4G14385,1,T,Bo4g126970,
A04,5174492,5175085,-,BraA04g08460R,AT4G14380,2,T,Bo4g126980,
A04,5193382,5197614,+,BraA04g08470R,AT4G14368,1,T,Bo4g127000,
A04,5206263,5210647,+,BraA04g08480R,AT4G14350,2,T,Bo4g127020,
A04,5218727,5220236,+,BraA04g08490R,AT4G14342,1,T,Bo7g040640,
A04,5222679,5228054,-,BraA04g08500R,AT4G14330,4,T,Bo4g127050,
A04,5225124,5230489,-,BraA04g08510R,AT4G14330,4,T,Bo4g127050,
A04,5234376,5235263,NS,BraA04g08540R,NS,0,T,NA,
A04,5235614,5236838,+,BraA04g08550R,NA,0,T,Bo7g092540,
A04,5236955,5240679,NS,BraA04g08560R,NS,0,T,NA,
A04,5249050,5254279,-,BraA04g08570R,AT4G14210,2,T,Bo4g127210,
A04,5256224,5259528,-,BraA04g08580R,AT4G14240,2,T,Bo4g127200,
A04,5262202,5262564,NS,BraA04g08590R,NS,0,T,Bo8g067690,
A04,5263938,5265176,-,BraA04g08600R,AT4G14250,2,T,Bo4g127190,
A04,5286701,5291887,-,BraA04g08610R,AT4G14250,2,T,Bo4g127160,
A04,5293203,5296240,NS,BraA04g08620R,NS,0,T,Bo1g054970,
A04,5302542,5303543,+,BraA04g08630R,AT4G14270,1,T,NA,
A04,5336187,5340347,-,BraA04g08660R,AT4G14290,2,T,Bo4g127130,
A04,5340913,5346322,-,BraA04g08670R,AT4G14305,1,T,Bo4g127120,
A04,5353228,5356362,NS,BraA04g08680R,NS,0,T,Bo4g117090,
A04,5369951,5371024,-,BraA04g08690R,NA,0,T,Bo7g092540,
A04,5380667,5385152,-,BraA04g08700R,AT4G14160,2,T,Bo4g127260,
A04,5408667,5410275,NS,BraA04g08710R,NS,0,T,NA,
A04,5411717,5414457,+,BraA04g08720R,AT4G14147,1,T,Bo4g127270,
A04,5433272,5435821,NS,BraA04g08740R,NS,0,T,Bo3g123600,
A04,5458803,5460425,+,BraA04g08760R,AT4G14110,2,T,Bo4g127300,
A04,5467189,5467901,NS,BraA04g08770R,NS,0,T,Bo6g116600,
A04,5481565,5483539,+,BraA04g08780R,AT4G14080,3,T,Bo4g127330,
A04,5484250,5485444,NS,BraA04g08790R,NS,0,T,NA,
A04,5498728,5503867,+,BraA04g08800R,AT4G14070,1,T,Bo4g127340,
A04,5509323,5511645,+,BraA04g08810R,AT4G14040,3,T,Bo4g127380,
A04,5532973,5533593,NS,BraA04g08820R,NS,0,T,NA,
A04,5547740,5550308,+,BraA04g08830R,AT4G14030,2,T,Bo4g128400,
A04,5553102,5555709,-,BraA04g08840R,AT4G14000,1,T,Bo4g128430,
A04,5553246,5553605,+,BraA04g08850R,AT4G14010,2,T,Bo4g128420,
A04,5558017,5560220,+,BraA04g08860R,AT4G13980,1,T,Bo4g128450,
A04,5569834,5573660,+,BraA04g08870R,AT4G13970,1,T,NA,
A04,5593088,5597729,NS,BraA04g08880R,NS,0,T,Bo1g078720,
A04,5597355,5597549,NS,BraA04g08890R,NS,0,T,Bo1g078720,
A04,5604587,5605973,NS,BraA04g08900R,NS,0,T,NA,
A04,5614277,5616230,-,BraA04g08910R,AT4G13940,2,T,Bo4g129520,
A04,5626990,5629331,+,BraA04g08920R,AT4G13930,2,T,Bo4g129530,
A04,5631788,5633937,+,BraA04g08930R,AT4G13870,1,T,Bo4g129540,
A04,5647558,5648231,-,BraA04g08940R,AT4G13880,2,T,Bo4g158850,
A04,5648232,5650311,-,BraA04g08950R,AT4G13880,2,T,Bo4g158850,
A04,5654073,5656661,-,BraA04g08960R,AT4G13820,5,T,Bo1g058800,
A04,5666644,5669103,NS,BraA04g08970R,NS,0,T,Bo4g173810,
A04,5690388,5700307,+,BraA04g08980R,AT4G13840,2,T,Bo7g038940,
A04,5695677,5700322,+,BraA04g08990R,AT4G13840,2,T,Bo7g038940,
A04,5714460,5717046,+,BraA04g09000R,AT4G13820,5,T,Bo4g129620,
A04,5724838,5727439,+,BraA04g09020R,AT4G13820,5,T,Bo4g129630,
A04,5724880,5725447,+,BraA04g09030R,AT4G13820,5,T,Bo4g129630,
A04,5734107,5735707,-,BraA04g09040R,NA,0,T,NA,
A04,5735745,5736441,-,BraA04g09050R,NA,0,T,NA,
A04,5740764,5741991,NS,BraA04g09060R,NS,0,T,Bo4g129640,
A04,5754543,5757313,+,BraA04g09070R,AT4G13800,1,T,Bo4g129650,
A04,5760953,5763272,+,BraA04g09080R,AT4G13790,1,T,Bo7g115340,
A04,5774803,5780209,+,BraA04g09090R,AT4G13780,2,T,Bo4g130770,
A04,5789181,5790960,NS,BraA04g09100R,NS,0,T,NA,
A04,5797177,5802386,+,BraA04g09110R,AT4G13770,3,T,Bo4g130780,
A04,5798360,5800722,+,BraA04g09120R,AT4G13770,3,T,Bo4g130780,
A04,5808082,5811518,-,BraA04g09130R,AT4G13730,1,T,Bo4g130790,
A04,5813715,5815977,+,BraA04g09140R,AT4G13720,1,T,Bo4g130800,
A04,5816694,5820430,-,BraA04g09150R,AT4G13710,2,T,Bo4g130810,
A04,5822024,5822910,NS,BraA04g09160R,NS,0,T,NA,
A04,5823209,5823926,NS,BraA04g09170R,NS,0,T,NA,
A04,5832609,5833461,NS,BraA04g09180R,NS,0,T,NA,
A04,5839544,5841218,-,BraA04g09190R,AT4G13670,2,T,Bo4g130830,
A04,5839823,5843178,-,BraA04g09200R,AT4G13670,2,T,Bo4g130830,
A04,5853716,5857752,+,BraA04g09210R,AT4G13650,1,T,Bo4g130840,
A04,5865347,5867560,+,BraA04g09220R,AT4G13630,1,T,Bo4g130850,
A04,5868855,5869907,-,BraA04g09230R,AT4G13620,1,T,Bo4g130860,
A04,5893032,5894089,NS,BraA04g09260R,NS,0,T,Bo9g124750,
A04,5905657,5907472,+,BraA04g09270R,AT4G13600,1,T,Bo4g130890,
A04,5908157,5908891,-,BraA04g09280R,AT4G13580,2,T,Bo4g130900,
A04,5909761,5911082,NS,BraA04g09290R,NS,0,T,NA,
A04,5910119,5910622,NS,BraA04g09300R,NS,0,T,NA,
A04,5919441,5920216,+,BraA04g09320R,AT4G13560,2,T,NA,
A04,5930742,5931686,NS,BraA04g09330R,NS,0,T,Bo8g079590,
A04,5943443,5943998,NS,BraA04g09340R,NS,0,T,Bo07554s010,
A04,5950955,5951547,NS,BraA04g09350R,NS,0,T,Bo5g010830,
A04,5952952,5958555,+,BraA04g09360R,AT4G13550,1,T,Bo4g130980,
A04,5958650,5959779,-,BraA04g09370R,AT4G13540,1,T,NA,
A04,5976384,5979517,NS,BraA04g09390R,NS,0,T,NA,
A04,5981021,5981988,+,BraA04g09400R,AT4G13450,3,T,Bo4g131010,
A04,5994768,5998442,+,BraA04g09410R,AT4G13430,2,T,Bo4g131050,
A04,6012401,6019879,+,BraA04g09420R,AT4G13410,2,T,Bo3g010900,
A04,6029261,6036285,+,BraA04g09430R,AT4G13410,2,T,Bo7g054650,
A04,6052112,6060097,+,BraA04g09440R,AT4G13400,1,T,Bo4g131090,
A04,6061279,6061601,NS,BraA04g09450R,NS,0,T,Bo2g083800,
A04,6073990,6076732,-,BraA04g09460R,AT4G13360,2,T,Bo4g132100,
A04,6076450,6078996,-,BraA04g09470R,AT4G13360,2,T,Bo4g132100,
A04,6085044,6087455,NS,BraA04g09480R,NS,0,T,NA,
A04,6085740,6094069,+,BraA04g09490R,AT4G13350,2,T,Bo4g133140,
