Accession,Gene Length (bp)
BraA06g25130R,1995
BraA06g25140R,1003
BraA06g25150R,546
BraA06g25160R,3047
BraA06g25170R,1602
BraA06g25180R,834
BraA06g25190R,11249
BraA06g25200R,646
BraA06g25210R,1950
BraA06g25220R,4794
BraA06g25230R,3601
BraA06g25240R,2936
BraA06g25250R,3555
BraA06g25260R,342
BraA06g25270R,3619
BraA06g25280R,761
BraA06g25290R,1824
BraA06g25300R,891
BraA06g25310R,919
BraA06g25320R,888
BraA06g25330R,602
BraA06g25340R,2301
BraA06g25350R,2005
BraA06g25360R,4987
BraA06g25370R,9182
BraA06g25380R,1506
BraA06g25390R,1308
BraA06g25400R,1415
BraA06g25410R,1307
BraA06g25420R,3291
BraA06g25430R,3928
BraA06g25440R,4672
BraA06g25450R,1737
BraA06g25460R,4509
BraA06g25470R,8717
BraA06g25480R,2115
BraA06g25490R,2234
BraA06g25500R,2138
BraA06g25510R,2710
BraA06g25520R,7011
BraA06g25530R,2406
BraA06g25540R,2294
BraA06g25550R,3182
BraA06g25560R,3122
BraA06g25570R,2131
BraA06g25580R,2203
BraA06g25590R,2553
BraA06g25600R,420
BraA06g25610R,4068
BraA06g25620R,1573
BraA06g25630R,7900
BraA06g25640R,659
BraA06g25650R,4190
BraA06g25660R,4022
BraA06g25670R,3798
BraA06g25680R,12577
BraA06g25690R,1032
BraA06g25700R,4227
BraA06g25710R,2767
BraA06g25720R,3585
BraA06g25730R,1138
BraA06g25740R,917
BraA06g25750R,3296
BraA06g25760R,3311
BraA06g25770R,1398
BraA06g25780R,3245
BraA06g25790R,3450
BraA06g25800R,7984
BraA06g25810R,4931
BraA06g25820R,7732
BraA06g25830R,2877
BraA06g25840R,8806
BraA06g25850R,5319
BraA06g25860R,1917
BraA06g25870R,5364
BraA06g25880R,1022
BraA06g25890R,3049
BraA06g25900R,2659
BraA06g25910R,7690
BraA06g25920R,1591
BraA06g25930R,16404
BraA06g25940R,837
BraA06g25950R,1519
BraA06g25960R,1904
BraA06g25970R,3959
BraA06g25980R,315
BraA06g25990R,6013
BraA06g26000R,1589
BraA06g26010R,4984
BraA06g26020R,2761
BraA06g26030R,3366
BraA06g26040R,2958
BraA06g26050R,921
BraA06g26060R,3701
BraA06g26070R,2552
BraA06g26080R,3083
BraA06g26090R,375
BraA06g26100R,4273
BraA06g26110R,3012
BraA06g26120R,1339
BraA06g26130R,4860
BraA06g26140R,4397
BraA06g26150R,7044
BraA06g26160R,4982
BraA06g26170R,1437
BraA06g26180R,5061
BraA06g26190R,872
BraA06g26200R,3868
BraA06g26210R,2737
BraA06g26220R,3720
BraA06g26230R,3611
BraA06g26240R,2220
BraA06g26250R,717
BraA06g26260R,5723
BraA06g26270R,1294
BraA06g26280R,2056
BraA06g26290R,2322
BraA06g26300R,3165
BraA06g26310R,2432
BraA06g26320R,8017
BraA06g26330R,4149
BraA06g26340R,2061
BraA06g26350R,1788
BraA06g26360R,546
BraA06g26370R,3259
BraA06g26380R,2344
BraA06g26390R,689
BraA06g26400R,1260
BraA06g26410R,930
BraA06g26420R,1516
BraA06g26430R,578
BraA06g26440R,566
BraA06g26450R,339
BraA06g26460R,2494
BraA06g26470R,686
BraA06g26480R,1881
BraA06g26490R,319
BraA06g26500R,612
BraA06g26510R,5692
BraA06g26520R,2345
BraA06g26530R,796
BraA06g26540R,1659
BraA06g26550R,1468
BraA06g26560R,3840
BraA06g26570R,2978
BraA06g26580R,741
BraA06g26590R,2125
BraA06g26600R,1834
BraA06g26610R,1010
BraA06g26620R,276
BraA06g26630R,2493
BraA06g26640R,1465
BraA06g26650R,4573
BraA06g26660R,4602
BraA06g26670R,5326
BraA06g26680R,3389
BraA06g26690R,1134
BraA06g26700R,319
BraA06g26710R,6579
BraA06g26720R,2322
BraA06g26730R,2435
BraA06g26740R,603
BraA06g26750R,408
BraA06g26760R,7052
BraA06g26770R,1802
BraA06g26780R,1015
BraA06g26790R,2548
BraA06g26800R,3025
BraA06g26810R,1458
BraA06g26820R,3149
BraA06g26830R,1954
BraA06g26840R,690
BraA06g26850R,3005
BraA06g26860R,849
BraA06g26870R,2699
BraA06g26880R,2765
BraA06g26890R,543
BraA06g26900R,1017
BraA06g26910R,1359
BraA06g26920R,221
BraA06g26930R,540
BraA06g26940R,5087
BraA06g26950R,1139
BraA06g26960R,5474
BraA06g26970R,1133
BraA06g26980R,4386
BraA06g26990R,2838
BraA06g27000R,3222
BraA06g27010R,5439
BraA06g27020R,423
BraA06g27030R,996
BraA06g27040R,370
BraA06g27050R,731
BraA06g27060R,2168
BraA06g27070R,1438
BraA06g27080R,195
BraA06g27090R,12581
BraA06g27100R,8025
BraA06g27110R,601
BraA06g27120R,3620
BraA06g27130R,1193
BraA06g27140R,1578
BraA06g27150R,2463
BraA06g27160R,2034
BraA06g27170R,5674
BraA06g27180R,4716
BraA06g27190R,7079
BraA06g27200R,3271
BraA06g27210R,4406
BraA06g27220R,4107
BraA06g27230R,3157
BraA06g27240R,3562
BraA06g27250R,279
BraA06g27260R,3571
BraA06g27270R,4294
BraA06g27280R,6144
BraA06g27290R,3021
BraA06g27300R,2151
BraA06g27310R,231
BraA06g27320R,726
BraA06g27330R,1386
BraA06g27340R,804
BraA06g27350R,1026
BraA06g27360R,2885
BraA06g27370R,3347
BraA06g27380R,348
BraA06g27390R,6520
BraA06g27400R,3284
BraA06g27410R,2401
BraA06g27420R,872
BraA06g27430R,2233
BraA06g27440R,1293
BraA06g27450R,2771
BraA06g27460R,487
BraA06g27470R,879
BraA06g27480R,4749
BraA06g27490R,3020
BraA06g27500R,3895
BraA06g27510R,3595
BraA06g27520R,1465
BraA06g27530R,1577
BraA06g27540R,2133
BraA06g27550R,4292
BraA06g27560R,2631
BraA06g27570R,1768
BraA06g27580R,1094
BraA06g27590R,1707
BraA06g27600R,4255
BraA06g27610R,1538
BraA06g27620R,558
BraA06g27630R,4795
BraA06g27640R,786
BraA06g27650R,2848
BraA06g27660R,677
BraA06g27670R,894
BraA06g27680R,249
BraA06g27690R,3156
BraA06g27700R,4714
BraA06g27710R,2021
BraA06g27720R,2216
BraA06g27730R,1959
BraA06g27740R,913
BraA06g27750R,2746
BraA06g27760R,2037
BraA06g27770R,2154
BraA06g27780R,1825
BraA06g27790R,3660
BraA06g27800R,3784
BraA06g27810R,2102
BraA06g27820R,2179
BraA06g27830R,2924
BraA06g27840R,1815
BraA06g27850R,1844
BraA06g27860R,330
BraA06g27870R,2723
BraA06g27880R,3932
BraA06g27890R,726
BraA06g27900R,8332
BraA06g27910R,1125
BraA06g27920R,2788
BraA06g27930R,2308
BraA06g27940R,3470
BraA06g27950R,7186
BraA06g27960R,1111
BraA06g27970R,2454
BraA06g27980R,1591
BraA06g27990R,2247
BraA06g28000R,2875
BraA06g28010R,626
BraA06g28020R,972
BraA06g28030R,1578
BraA06g28040R,3267
BraA06g28050R,726
BraA06g28060R,1280
BraA06g28070R,2769
BraA06g28080R,219
BraA06g28090R,912
BraA06g28100R,2016
BraA06g28110R,1347
BraA06g28120R,4028
BraA06g28130R,2255
BraA06g28140R,1999
BraA06g28150R,309
BraA06g28160R,2473
BraA06g28170R,2602
BraA06g28180R,5096
BraA06g28190R,1818
BraA06g28200R,3729
BraA06g28210R,861
BraA06g28220R,2237
BraA06g28230R,3791
BraA06g28240R,1389
BraA06g28250R,2276
BraA06g28260R,1043
BraA06g28270R,1405
BraA06g28280R,1195
BraA06g28290R,701
BraA06g28300R,1731
BraA06g28310R,2461
BraA06g28320R,1684
BraA06g28330R,4141
BraA06g28340R,12329
BraA06g28350R,2792
BraA06g28360R,2014
BraA06g28370R,483
BraA06g28380R,1590
BraA06g28390R,930
BraA06g28400R,300
BraA06g28410R,249
BraA06g28420R,2082
BraA06g28430R,2072
BraA06g28440R,3649
BraA06g28450R,2216
BraA06g28460R,1299
BraA06g28470R,441
BraA06g28480R,5091
BraA06g28490R,2108
BraA06g28500R,1246
BraA06g28510R,5017
BraA06g28520R,760
BraA06g28530R,210
BraA06g28540R,991
BraA06g28550R,1164
BraA06g28560R,3263
BraA06g28570R,3904
BraA06g28580R,2413
BraA06g28590R,733
BraA06g28600R,741
BraA06g28610R,3344
BraA06g28620R,792
BraA06g28630R,5092
BraA06g28640R,255
BraA06g28650R,10817
BraA06g28660R,538
BraA06g28670R,986
BraA06g28680R,801
BraA06g28690R,1039
BraA06g28700R,3921
BraA06g28710R,564
BraA06g28720R,1736
BraA06g28730R,2941
BraA06g28740R,1202
BraA06g28750R,3061
BraA06g28760R,2219
BraA06g28770R,720
BraA06g28780R,1993
BraA06g28790R,919
BraA06g28800R,2861
BraA06g28810R,1210
BraA06g28820R,2932
BraA06g28830R,2843
BraA06g28840R,1122
BraA06g28850R,1629
BraA06g28860R,1244
BraA06g28870R,3259
BraA06g28880R,4763
BraA06g28890R,2189
BraA06g28900R,279
BraA06g28910R,559
BraA06g28920R,1538
BraA06g28930R,4385
BraA06g28940R,7594
BraA06g28950R,1385
BraA06g28960R,1951
BraA06g28970R,4339
BraA06g28980R,3070
BraA06g28990R,1571
BraA06g29000R,5973
BraA06g29010R,6026
BraA06g29020R,7827
BraA06g29030R,5124
BraA06g29040R,1764
BraA06g29050R,1230
BraA06g29060R,5782
BraA06g29070R,6029
BraA06g29080R,4367
BraA06g29090R,705
BraA06g29100R,6357
BraA06g29110R,3471
BraA06g29120R,1008
BraA06g29130R,1557
BraA06g29140R,2337
BraA06g29150R,2650
BraA06g29160R,2855
BraA06g29170R,4219
BraA06g29180R,3771
BraA06g29190R,5281
BraA06g29200R,1499
BraA06g29210R,2178
BraA06g29220R,708
BraA06g29230R,3178
BraA06g29240R,4891
BraA06g29250R,1573
BraA06g29260R,6013
BraA06g29270R,3735
BraA06g29280R,1221
BraA06g29290R,3344
BraA06g29300R,1910
BraA06g29310R,1899
BraA06g29320R,5625
BraA06g29330R,5131
BraA06g29340R,4413
BraA06g29350R,581
BraA06g29360R,5678
BraA06g29370R,1341
BraA06g29380R,3211
BraA06g29390R,4182
BraA06g29400R,1429
BraA06g29410R,638
BraA06g29420R,2068
BraA06g29430R,1804
BraA06g29440R,4733
BraA06g29450R,2744
BraA06g29460R,1520
BraA06g29470R,5931
BraA06g29480R,2850
BraA06g29490R,4771
BraA06g29500R,5677
BraA06g29510R,1270
BraA06g29520R,2031
BraA06g29530R,2489
BraA06g29540R,984
BraA06g29550R,10023
BraA06g29560R,2349
BraA06g29570R,2173
BraA06g29580R,312
BraA06g29590R,2950
BraA06g29600R,1715
BraA06g29610R,3344
BraA06g29620R,2278
BraA06g29630R,3986
BraA06g29640R,1342
BraA06g29650R,952
BraA06g29660R,1615
BraA06g29670R,3283
BraA06g29680R,1712
BraA06g29690R,4261
BraA06g29700R,2885
BraA06g29710R,835
BraA06g29720R,2243
BraA06g29730R,4767
BraA06g29740R,3964
BraA06g29750R,980
BraA06g29760R,3077
BraA06g29770R,3836
BraA06g29780R,1393
BraA06g29790R,10466
BraA06g29800R,3157
BraA06g29810R,4245
BraA06g29820R,3279
BraA06g29830R,231
BraA06g29840R,1409
BraA06g29850R,4261
BraA06g29860R,1986
BraA06g29870R,10004
BraA06g29880R,3482
BraA06g29890R,1218
BraA06g29900R,3417
BraA06g29910R,2857
BraA06g29920R,1694
BraA06g29930R,6540
BraA06g29940R,719
BraA06g29950R,23547
BraA06g29960R,4326
BraA06g29970R,2788
BraA06g29980R,3599
BraA06g29990R,2981
BraA06g30000R,2027
BraA06g30010R,2084
BraA06g30020R,7414
BraA06g30030R,213
BraA06g30040R,2350
BraA06g30050R,3186
BraA06g30060R,1878
BraA06g30070R,5723
BraA06g30080R,5598
BraA06g30090R,935
BraA06g30100R,2350
BraA06g30110R,5501
BraA06g30120R,4238
BraA06g30130R,282
BraA06g30140R,183
BraA06g30150R,2242
BraA06g30160R,4023
BraA06g30170R,3207
BraA06g30180R,605
BraA06g30190R,1472
BraA06g30200R,1900
BraA06g30210R,5741
BraA06g30220R,2959
BraA06g30230R,1407
BraA06g30240R,19068
BraA06g30250R,9128
BraA06g30260R,3015
BraA06g30270R,1563
BraA06g30280R,1894
BraA06g30290R,1884
BraA06g30300R,3792
BraA06g30310R,1109
BraA06g30320R,426
BraA06g30330R,1544
BraA06g30340R,1881
BraA06g30350R,3072
BraA06g30360R,1125
BraA06g30370R,1126
BraA06g30380R,327
BraA06g30390R,2975
BraA06g30400R,723
BraA06g30410R,3448
BraA06g30420R,1242
BraA06g30430R,1584
BraA06g30440R,3935
BraA06g30450R,414
BraA06g30460R,2204
BraA06g30470R,7279
BraA06g30480R,778
BraA06g30490R,7572
BraA06g30500R,528
BraA06g30510R,1793
BraA06g30520R,3445
BraA06g30530R,3151
BraA06g30540R,655
BraA06g30550R,2213
BraA06g30560R,1731
BraA06g30570R,2112
BraA06g30580R,1344
BraA06g30590R,468
BraA06g30600R,1065
BraA06g30610R,1557
BraA06g30620R,765
BraA06g30630R,1503
BraA06g30640R,686
BraA06g30650R,346
BraA06g30660R,1523
BraA06g30670R,1686
BraA06g30680R,1692
BraA06g30690R,2378
BraA06g30700R,4526
BraA06g30710R,1948
BraA06g30720R,779
BraA06g30730R,870
BraA06g30740R,4948
BraA06g30750R,4150
BraA06g30760R,5335
BraA06g30770R,1077
BraA06g30780R,1001
BraA06g30790R,2851
BraA06g30800R,774
BraA06g30810R,296
BraA06g30820R,2546
BraA06g30830R,3662
BraA06g30840R,2082
BraA06g30850R,1041
BraA06g30860R,2541
BraA06g30870R,3220
BraA06g30880R,2541
BraA06g30890R,9193
BraA06g30900R,5845
BraA06g30910R,316
BraA06g30920R,780
BraA06g30930R,334
BraA06g30940R,1674
BraA06g30950R,3660
BraA06g30960R,1240
BraA06g30970R,6095
BraA06g30980R,1149
BraA06g30990R,1503
BraA06g31000R,1260
BraA06g31010R,5439
BraA06g31020R,3740
BraA06g31030R,2466
BraA06g31040R,3882
BraA06g31050R,1929
BraA06g31060R,2607
BraA06g31070R,1986
BraA06g31080R,3092
BraA06g31090R,3336
BraA06g31100R,6107
BraA06g31110R,1621
BraA06g31120R,524
BraA06g31130R,675
BraA06g31140R,3657
BraA06g31150R,1594
BraA06g31160R,528
BraA06g31170R,3862
BraA06g31180R,1840
BraA06g31190R,1517
BraA06g31200R,2458
BraA06g31210R,7642
BraA06g31220R,198
BraA06g31230R,2572
BraA06g31240R,1387
BraA06g31250R,2244
BraA06g31260R,2773
BraA06g31270R,3118
BraA06g31280R,474
BraA06g31290R,399
BraA06g31300R,378
BraA06g31310R,585
BraA06g31320R,3073
BraA06g31330R,2316
BraA06g31340R,7364
BraA06g31350R,1381
BraA06g31360R,3682
BraA06g31370R,1023
BraA06g31380R,663
BraA06g31390R,18610
BraA06g31400R,1757
BraA06g31410R,1537
BraA06g31420R,963
BraA06g31430R,5565
BraA06g31440R,2304
BraA06g31450R,332
BraA06g31460R,2135
BraA06g31470R,1989
BraA06g31480R,5178
BraA06g31490R,1242
BraA06g31500R,209
BraA06g31510R,2843
BraA06g31520R,237
BraA06g31530R,3709
BraA06g31540R,2645
BraA06g31550R,300
BraA06g31560R,2006
BraA06g31570R,375
BraA06g31580R,1423
BraA06g31590R,622
BraA06g31600R,4003
BraA06g31610R,3200
BraA06g31620R,1693
BraA06g31630R,6341
BraA06g31640R,2073
BraA06g31650R,615
BraA06g31660R,192
BraA06g31670R,261
BraA06g31680R,1581
BraA06g31690R,2732
BraA06g31700R,670
BraA06g31710R,8307
BraA06g31720R,237
BraA06g31730R,1433
BraA06g31740R,1809
BraA06g31750R,4713
BraA06g31760R,4358
BraA06g31770R,5609
BraA06g31780R,3129
BraA06g31790R,3386
BraA06g31800R,432
BraA06g31810R,2013
BraA06g31820R,4035
BraA06g31830R,5445
BraA06g31840R,6606
BraA06g31850R,3085
BraA06g31860R,2205
BraA06g31870R,4673
BraA06g31880R,345
BraA06g31890R,2283
BraA06g31900R,855
BraA06g31910R,2351
BraA06g31920R,1319
BraA06g31930R,1445
BraA06g31940R,3494
BraA06g31950R,4035
BraA06g31960R,345
BraA06g31970R,1628
BraA06g31980R,6719
BraA06g31990R,1132
BraA06g32000R,4831
BraA06g32010R,907
BraA06g32020R,3811
BraA06g32030R,8941
BraA06g32040R,4296
BraA06g32050R,4978
BraA06g32060R,2064
BraA06g32070R,1956
BraA06g32080R,660
BraA06g32090R,4868
BraA06g32100R,915
BraA06g32110R,672
BraA06g32120R,657
BraA06g32130R,903
BraA06g32140R,360
BraA06g32150R,818
BraA06g32160R,7996
BraA06g32170R,4742
BraA06g32180R,3050
BraA06g32190R,316
BraA06g32200R,5677
BraA06g32210R,1836
BraA06g32220R,2329
BraA06g32230R,5321
BraA06g32240R,2515
BraA06g32250R,5067
BraA06g32260R,4574
BraA06g32270R,620
BraA06g32280R,7522
BraA06g32290R,3343
BraA06g32300R,2877
BraA06g32310R,6682
BraA06g32320R,1998
BraA06g32330R,12153
BraA06g32340R,1001
BraA06g32350R,873
BraA06g32360R,2268
BraA06g32370R,3946
BraA06g32380R,1320
BraA06g32390R,2659
BraA06g32400R,314
BraA06g32410R,2117
BraA06g32420R,882
BraA06g32430R,1884
BraA06g32440R,4151
BraA06g32450R,2780
BraA06g32460R,6097
BraA06g32470R,579
BraA06g32480R,1892
BraA06g32490R,2700
BraA06g32500R,3972
BraA06g32510R,2289
BraA06g32520R,2670
BraA06g32530R,472
BraA06g32540R,238
BraA06g32550R,1245
BraA06g32560R,2682
BraA06g32570R,2718
BraA06g32580R,3102
BraA06g32590R,2428
BraA06g32600R,563
BraA06g32610R,1261
BraA06g32620R,2124
BraA06g32630R,3663
BraA06g32640R,3855
BraA06g32650R,2848
BraA06g32660R,706
BraA06g32670R,1671
BraA06g32680R,5883
BraA06g32690R,2506
BraA06g32700R,1919
BraA06g32710R,3229
BraA06g32720R,1846
BraA06g32730R,707
BraA06g32740R,3508
BraA06g32750R,4298
BraA06g32760R,1032
BraA06g32770R,4701
BraA06g32780R,3011
BraA06g32790R,4773
BraA06g32800R,931
BraA06g32810R,2810
BraA06g32820R,2033
BraA06g32830R,925
BraA06g32840R,2165
BraA06g32850R,9340
BraA06g32860R,1578
BraA06g32870R,4567
BraA06g32880R,1130
BraA06g32890R,4751
BraA06g32900R,1367
BraA06g32910R,1155
BraA06g32920R,495
BraA06g32930R,8867
BraA06g32940R,2521
BraA06g32950R,2525
BraA06g32960R,1158
BraA06g32970R,1542
BraA06g32980R,4369
BraA06g32990R,1297
BraA06g33000R,861
BraA06g33010R,1356
BraA06g33020R,946
BraA06g33030R,1143
BraA06g33040R,924
BraA06g33050R,2364
BraA06g33060R,7701
BraA06g33070R,9869
BraA06g33080R,1411
BraA06g33090R,1801
BraA06g33100R,327
BraA06g33110R,4808
BraA06g33120R,7860
BraA06g33130R,1055
BraA06g33140R,195
BraA06g33150R,869
BraA06g33160R,354
BraA06g33170R,307
BraA06g33180R,576
BraA06g33190R,1263
BraA06g33200R,1571
BraA06g33210R,7327
BraA06g33220R,2663
BraA06g33230R,1944
BraA06g33240R,510
BraA06g33250R,2316
BraA06g33260R,1968
BraA06g33270R,2994
BraA06g33280R,2222
BraA06g33290R,3631
BraA06g33300R,1029
BraA06g33310R,1069
BraA06g33320R,5868
BraA06g33330R,2753
BraA06g33340R,3171
BraA06g33350R,2727
BraA06g33360R,2054
BraA06g33370R,1972
BraA06g33380R,2620
BraA06g33390R,1641
BraA06g33400R,2737
BraA06g33410R,2432
BraA06g33420R,2051
BraA06g33430R,3964
BraA06g33440R,1564
BraA06g33450R,3361
BraA06g33460R,2868
BraA06g33470R,2096
BraA06g33480R,786
BraA06g33490R,2112
BraA06g33500R,7185
BraA06g33510R,1520
BraA06g33520R,980
BraA06g33530R,1910
BraA06g33540R,5003
BraA06g33550R,3738
BraA06g33560R,3412
BraA06g33570R,4298
BraA06g33580R,2618
BraA06g33590R,3134
BraA06g33600R,2454
BraA06g33610R,2046
BraA06g33620R,5815
BraA06g33630R,2520
BraA06g33640R,4850
BraA06g33650R,1973
BraA06g33660R,1048
BraA06g33670R,3241
BraA06g33680R,972
BraA06g33690R,3836
BraA06g33700R,2282
BraA06g33710R,3480
BraA06g33720R,4395
BraA06g33730R,1441
BraA06g33740R,483
BraA06g33750R,2594
BraA06g33760R,1744
BraA06g33770R,2889
BraA06g33780R,5889
BraA06g33790R,3195
BraA06g33800R,1281
BraA06g33810R,3835
BraA06g33820R,2163
BraA06g33830R,1184
BraA06g33840R,2949
BraA06g33850R,4368
BraA06g33860R,1565
BraA06g33870R,504
BraA06g33880R,4994
BraA06g33890R,3030
BraA06g33900R,1615
BraA06g33910R,2652
BraA06g33920R,2315
BraA06g33930R,3978
BraA06g33940R,1928
BraA06g33950R,2708
BraA06g33960R,6862
BraA06g33970R,4753
BraA06g33980R,270
BraA06g33990R,257
BraA06g34000R,1402
BraA06g34010R,2265
BraA06g34020R,7197
BraA06g34030R,7578
BraA06g34040R,3876
BraA06g34050R,2658
BraA06g34060R,348
BraA06g34070R,519
BraA06g34080R,519
BraA06g34090R,364
BraA06g34100R,3063
BraA06g34110R,3412
BraA06g34120R,3918
BraA06g34130R,3863
BraA06g34140R,4435
BraA06g34150R,4817
BraA06g34160R,3903
BraA06g34170R,1860
BraA06g34180R,3072
BraA06g34190R,5583
BraA06g34200R,1246
BraA06g34210R,2553
BraA06g34220R,348
BraA06g34230R,2430
BraA06g34240R,1371
BraA06g34250R,5249
BraA06g34260R,1689
BraA06g34270R,2337
BraA06g34280R,1144
BraA06g34290R,1702
BraA06g34300R,808
BraA06g34310R,1295
BraA06g34320R,1733
BraA06g34330R,237
BraA06g34340R,766
BraA06g34350R,1388
BraA06g34360R,4909
BraA06g34370R,1236
BraA06g34380R,1245
BraA06g34390R,672
BraA06g34400R,3090
BraA06g34410R,4404
BraA06g34420R,683
BraA06g34430R,2221
BraA06g34440R,1057
BraA06g34450R,2105
BraA06g34460R,2015
BraA06g34470R,2401
BraA06g34480R,5487
BraA06g34490R,2014
BraA06g34500R,3114
BraA06g34510R,1310
BraA06g34520R,2106
BraA06g34530R,1648
BraA06g34540R,1709
BraA06g34550R,862
BraA06g34560R,264
BraA06g34570R,2700
BraA06g34580R,2872
BraA06g34590R,2377
BraA06g34600R,2422
BraA06g34610R,5047
BraA06g34620R,3338
BraA06g34630R,7920
BraA06g34640R,1801
BraA06g34650R,5835
BraA06g34660R,726
BraA06g34670R,996
BraA06g34680R,1922
BraA06g34690R,6997
BraA06g34700R,6837
BraA06g34710R,552
BraA06g34720R,1615
BraA06g34730R,1548
BraA06g34740R,2556
BraA06g34750R,1985
BraA06g34760R,1998
BraA06g34770R,1455
BraA06g34780R,1109
BraA06g34790R,1298
BraA06g34800R,1200
BraA06g34810R,1124
BraA06g34820R,2583
BraA06g34830R,1988
BraA06g34840R,2001
BraA06g34850R,1923
BraA06g34860R,981
BraA06g34870R,2661
BraA06g34880R,1779
BraA06g34890R,4744
BraA06g34900R,9831
BraA06g34910R,3129
BraA06g34920R,1515
BraA06g34930R,3026
BraA06g34940R,1512
BraA06g34950R,1506
BraA06g34960R,1476
BraA06g34970R,10598
BraA06g34980R,1488
BraA06g34990R,342
BraA06g35000R,3569
BraA06g35010R,2285
BraA06g35020R,1526
BraA06g35030R,1785
BraA06g35040R,2586
BraA06g35050R,6982
BraA06g35060R,13106
BraA06g35070R,5661
BraA06g35080R,1788
BraA06g35090R,5770
BraA06g35100R,1092
BraA06g35110R,1312
BraA06g35120R,3565
BraA06g35130R,3305
BraA06g35140R,3001
BraA06g35150R,2942
BraA06g35160R,3540
BraA06g35170R,4045
BraA06g35180R,6987
BraA06g35190R,2371
BraA06g35200R,979
BraA06g35210R,2224
BraA06g35220R,3298
BraA06g35230R,540
BraA06g35240R,3141
BraA06g35250R,237
BraA06g35260R,1102
BraA06g35270R,840
BraA06g35280R,1434
BraA06g35290R,3167
BraA06g35300R,2800
BraA06g35310R,1809
BraA06g35320R,1379
BraA06g35330R,1679
BraA06g35340R,795
BraA06g35350R,5268
BraA06g35360R,1593
BraA06g35370R,2258
BraA06g35380R,2887
BraA06g35390R,1408
BraA06g35400R,4982
BraA06g35410R,1046
BraA06g35420R,2258
BraA06g35430R,2890
BraA06g35440R,1409
BraA06g35450R,726
BraA06g35460R,2271
BraA06g35470R,2469
BraA06g35480R,5445
BraA06g35490R,1172
BraA06g35500R,8662
BraA06g35510R,2168
BraA06g35520R,3262
BraA06g35530R,351
BraA06g35540R,4677
BraA06g35550R,2114
BraA06g35560R,1488
BraA06g35570R,2993
BraA06g35580R,1277
BraA06g35590R,2576
BraA06g35600R,2139
BraA06g35610R,2829
BraA06g35620R,2470
BraA06g35630R,6074
BraA06g35640R,2636
BraA06g35650R,1254
BraA06g35660R,5324
BraA06g35670R,2156
BraA06g35680R,1442
BraA06g35690R,806
BraA06g35700R,3151
BraA06g35710R,2128
BraA06g35720R,4186
BraA06g35730R,375
BraA06g35740R,2789
BraA06g35750R,3692
BraA06g35760R,1305
BraA06g35770R,3147
BraA06g35780R,513
BraA06g35790R,1542
BraA06g35800R,2465
BraA06g35810R,7383
BraA06g35820R,2209
BraA06g35830R,4120
BraA06g35840R,2315
BraA06g35850R,4557
BraA06g35860R,4899
BraA06g35870R,3401
BraA06g35880R,5168
BraA06g35890R,2298
BraA06g35900R,2680
BraA06g35910R,2253
BraA06g35920R,954
BraA06g35930R,427
BraA06g35940R,4358
BraA06g35950R,2037
BraA06g35960R,4546
BraA06g35970R,3965
